	disease	gene	class	score
216	MESH:D008545	388	1	0.9102662205696106
217	MESH:D008545	434	1	0.9705904722213745
218	MESH:D008545	595	1	0.9626167416572571
219	MESH:D008545	941	1	0.9263128638267517
220	MESH:D008545	1000	1	0.9981909990310669
221	MESH:D008545	1029	1	0.9753277897834778
222	MESH:D008545	1956	1	0.989610493183136
223	MESH:D008545	2064	1	0.9891143441200256
224	MESH:D008545	2185	1	-0.0666797012090683
225	MESH:D008545	3383	1	0.9952996373176575
226	MESH:D008545	3791	1	0.9794212579727173
227	MESH:D008545	3815	1	0.9951100945472717
228	MESH:D008545	4609	1	0.9982118606567383
229	MESH:D008545	5133	1	0.9824202060699463
230	MESH:D008545	5290	1	0.9898551106452942
231	MESH:D008545	5728	1	0.9178997874259949
232	MESH:D008545	5925	1	0.9867422580718994
233	MESH:D008545	6663	1	0.9804835319519043
234	MESH:D008545	6774	1	0.9916456341743469
235	MESH:D008545	7157	1	0.999008059501648
236	MESH:D008545	7421	1	0.999047577381134
237	MESH:D008545	7422	1	0.9968956708908081
238	MESH:D008545	29126	1	0.9824728965759277
239	MESH:D003924	15	1	0.9670541882514954
240	MESH:D003924	31	1	0.9679177403450012
241	MESH:D003924	150	1	0.9348132014274597
242	MESH:D003924	177	1	-0.36414751410484314
243	MESH:D003924	207	1	0.9652470946311951
244	MESH:D003924	348	1	0.9459463953971863
245	MESH:D003924	367	1	0.9439688920974731
246	MESH:D003924	952	1	0.9652187824249268
247	MESH:D003924	1029	1	0.9465828537940979
248	MESH:D003924	1956	1	0.9618842005729675
249	MESH:D003924	3383	1	0.967078685760498
250	MESH:D003924	3481	1	0.9651800990104675
251	MESH:D003924	3630	1	0.9540409445762634
252	MESH:D003924	6770	1	0.9565176963806152
253	MESH:D003924	7056	1	0.9712060689926147
254	MESH:D003924	7422	1	0.9680973887443542
255	MESH:D003093	3383	1	0.9526898264884949
256	MESH:D003093	3553	1	0.9504358172416687
257	MESH:D003093	6774	1	0.9495252370834351
258	MESH:D003093	7157	1	0.9574551582336426
259	MESH:D003093	7421	1	0.9574748277664185
260	MESH:D003093	84441	1	0.9564675092697144
261	MESH:D003922	941	1	0.9196341633796692
262	MESH:D003922	952	1	0.9899846911430359
263	MESH:D003922	1956	1	0.9844997525215149
264	MESH:D003922	3481	1	0.988211989402771
265	MESH:D003922	3553	1	0.9848175048828125
266	MESH:D003922	3630	1	0.9719088077545166
267	MESH:D003922	6750	1	0.9787843823432922
268	MESH:D003922	6774	1	0.9880473613739014
269	MESH:D003922	7421	1	0.9943395853042603
270	MESH:D001172	54	1	0.9922930002212524
271	MESH:D001172	177	1	-0.3771814703941345
272	MESH:D001172	240	1	0.8731481432914734
273	MESH:D001172	633	1	0.9896863102912903
274	MESH:D001172	941	1	0.9251761436462402
275	MESH:D001172	3146	1	0.9857558608055115
276	MESH:D001172	3383	1	0.9954628944396973
277	MESH:D001172	3552	1	0.9936110973358154
278	MESH:D001172	3553	1	0.988490641117096
279	MESH:D001172	4153	1	0.9984501004219055
280	MESH:D001172	5443	1	0.9975059032440186
281	MESH:D001172	5890	1	0.991981029510498
282	MESH:D001172	7157	1	0.9991230964660645
283	MESH:D001172	7189	1	0.9937987923622131
284	MESH:D001172	7421	1	0.9991500377655029
285	MESH:D001172	7422	1	0.9968264102935791
286	MESH:D001172	23569	1	0.9928219318389893
287	MESH:D002446	941	1	0.9193378686904907
288	MESH:D002446	4153	1	0.9911865592002869
289	MESH:D008180	10	1	0.9996257424354553
290	MESH:D008180	350	1	0.9775197505950928
291	MESH:D008180	941	1	0.9261841773986816
292	MESH:D008180	3146	1	0.9860750436782837
293	MESH:D008180	4153	1	0.9988583922386169
294	MESH:D008180	5133	1	0.9824200868606567
295	MESH:D008180	7421	1	0.9994064569473267
296	MESH:D008180	7422	1	0.9971809387207031
297	MESH:D008105	250	1	0.9717087745666504
298	MESH:D008105	941	1	0.9007807970046997
299	MESH:D008105	4283	1	-0.9506142139434814
300	MESH:D008105	5890	1	0.9671729803085327
301	MESH:D008105	59272	1	0.975458025932312
302	MESH:D014820	941	1	0.8941675424575806
303	MESH:D001249	142	1	0.9865951538085938
304	MESH:D001249	177	1	-0.37806957960128784
305	MESH:D001249	217	1	0.9413366913795471
306	MESH:D001249	240	1	0.8705630302429199
307	MESH:D001249	627	1	0.9921252131462097
308	MESH:D001249	1956	1	0.989688515663147
309	MESH:D001249	2833	1	0.981807291507721
310	MESH:D001249	3383	1	0.9949992895126343
311	MESH:D001249	3553	1	0.9881142973899841
312	MESH:D001249	4153	1	0.998211145401001
313	MESH:D001249	5443	1	0.9971574544906616
314	MESH:D001249	5728	1	0.9168680310249329
315	MESH:D001249	6774	1	0.9909414052963257
316	MESH:D001249	7421	1	0.9986867904663086
317	MESH:D001249	7422	1	0.9967256784439087
318	MESH:D012559	207	1	0.9884790778160095
319	MESH:D012559	348	1	0.9685618281364441
320	MESH:D012559	627	1	0.9884563684463501
321	MESH:D012559	1806	1	0.9861995577812195
322	MESH:D012559	2353	1	0.973696768283844
323	MESH:D012559	2597	1	0.9367924332618713
324	MESH:D012559	3553	1	0.9846414923667908
325	MESH:D012559	6663	1	0.9757149815559387
326	MESH:D012559	7157	1	0.9953173398971558
327	MESH:D000544	2	1	0.9998313784599304
328	MESH:D000544	12	1	0.9984304904937744
329	MESH:D000544	19	1	0.9950346946716309
330	MESH:D000544	177	1	-0.37748369574546814
331	MESH:D000544	207	1	0.992773175239563
332	MESH:D000544	327	1	0.8067294359207153
333	MESH:D000544	348	1	0.9731131196022034
334	MESH:D000544	351	1	0.9991936087608337
335	MESH:D000544	627	1	0.9926237463951111
336	MESH:D000544	2185	1	-0.06556752324104309
337	MESH:D000544	2597	1	0.9416852593421936
338	MESH:D000544	3481	1	0.9932306408882141
339	MESH:D000544	3552	1	0.9939377307891846
340	MESH:D000544	3553	1	0.9884606003761292
341	MESH:D000544	3630	1	0.9782777428627014
342	MESH:D000544	6750	1	0.983295202255249
343	MESH:D000544	7018	1	0.9845136404037476
344	MESH:D000544	7157	1	0.9994316101074219
345	MESH:D000544	7276	1	0.9854145646095276
346	MESH:D000544	7422	1	0.9971237182617188
347	MESH:D010300	25	1	0.952764093875885
348	MESH:D010300	157	1	0.9291495680809021
349	MESH:D010300	348	1	0.9322550296783447
350	MESH:D010300	627	1	0.9478021264076233
351	MESH:D010300	2019	1	0.9519492387771606
352	MESH:D010300	3313	1	-0.3178628981113434
353	MESH:D010300	3481	1	0.9501411318778992
354	MESH:D010300	3553	1	0.9444931745529175
355	MESH:D010300	3630	1	0.9342828392982483
356	MESH:D001714	133	1	0.987895667552948
357	MESH:D001714	157	1	0.9801726341247559
358	MESH:D001714	219	1	0.9820771217346191
359	MESH:D001714	627	1	0.990692675113678
360	MESH:D001714	1806	1	0.9882137179374695
361	MESH:D001714	3553	1	0.9866544008255005
362	MESH:D001714	3630	1	0.9770627021789551
363	MESH:D001714	5443	1	0.9959845542907715
364	MESH:D006973	18	1	0.9825513362884521
365	MESH:D006973	26	1	0.98476243019104
366	MESH:D006973	70	1	0.9536325335502625
367	MESH:D006973	100	1	0.9928531050682068
368	MESH:D006973	133	1	0.9900655150413513
369	MESH:D006973	150	1	0.9660674929618835
370	MESH:D006973	177	1	-0.37480759620666504
371	MESH:D006973	207	1	0.9924440383911133
372	MESH:D006973	217	1	0.9422503709793091
373	MESH:D006973	240	1	0.8724847435951233
374	MESH:D006973	348	1	0.9721506834030151
375	MESH:D006973	367	1	0.9725388884544373
376	MESH:D006973	552	1	0.1706215888261795
377	MESH:D006973	672	1	0.9789593815803528
378	MESH:D006973	1029	1	0.9750760793685913
379	MESH:D006973	1956	1	0.989539384841919
380	MESH:D006973	2006	1	0.9798194169998169
381	MESH:D006973	2353	1	0.9790272116661072
382	MESH:D006973	2475	1	0.9955007433891296
383	MESH:D006973	2833	1	0.9815222024917603
384	MESH:D006973	3065	1	0.9402010440826416
385	MESH:D006973	3383	1	0.9951592087745667
386	MESH:D006973	3553	1	0.9881123900413513
387	MESH:D006973	3630	1	0.9776617884635925
388	MESH:D006973	3791	1	0.9793676137924194
389	MESH:D006973	4609	1	0.9983372092247009
390	MESH:D006973	5443	1	0.9975086450576782
391	MESH:D006973	5728	1	0.9173436760902405
392	MESH:D006973	6750	1	0.9829258322715759
393	MESH:D006973	7056	1	0.9990958571434021
394	MESH:D006973	7157	1	0.9990364909172058
395	MESH:D006973	7421	1	0.9990095496177673
396	MESH:D006973	7422	1	0.9965800642967224
397	MESH:D006973	8991	1	0.880854606628418
398	MESH:D006973	59272	1	0.999186635017395
399	MESH:D005901	19	1	0.9890145063400269
400	MESH:D005901	348	1	0.9669809341430664
401	MESH:D005901	627	1	0.9870097637176514
402	MESH:D005901	1029	1	0.967755913734436
403	MESH:D005901	2006	1	0.9746556878089905
404	MESH:D005901	3552	1	0.9875450134277344
405	MESH:D005901	7157	1	0.9931955337524414
406	MESH:D005901	7422	1	0.9910194277763367
407	MESH:D005901	8678	1	0.9864572286605835
408	MESH:D005901	59272	1	0.9932865500450134
409	MESH:D050197	19	1	0.9687247276306152
410	MESH:D050197	142	1	0.9618775844573975
411	MESH:D050197	177	1	-0.3697696626186371
412	MESH:D050197	207	1	0.9657511115074158
413	MESH:D050197	240	1	0.8422732353210449
414	MESH:D050197	348	1	0.9441195726394653
415	MESH:D050197	350	1	0.9539496302604675
416	MESH:D050197	633	1	0.962800920009613
417	MESH:D050197	2006	1	0.9538029432296753
418	MESH:D050197	3383	1	0.9692631959915161
419	MESH:D050197	3481	1	0.9682101011276245
420	MESH:D050197	3553	1	0.9642892479896545
421	MESH:D050197	3630	1	0.9569941163063049
422	MESH:D050197	6774	1	0.9683477878570557
423	MESH:D050197	7056	1	0.9738736748695374
424	MESH:D050197	7422	1	0.9715104699134827
425	MESH:D007037	5443	1	0.9511505961418152
426	MESH:D053713	367	1	0.9719383716583252
427	MESH:D053713	1080	1	0.9960122108459473
428	MESH:D006509	250	1	0.9948379397392273
429	MESH:D006509	1029	1	0.9737764000892639
430	MESH:D006509	5133	1	0.9799568057060242
431	MESH:D006509	5728	1	0.9156274199485779
432	MESH:D006509	7157	1	0.9972283244132996
433	MESH:D006509	29126	1	0.9808672070503235
434	MESH:D010195	2	1	0.9866280555725098
435	MESH:D010195	217	1	0.9325780868530273
436	MESH:D010195	250	1	0.98402339220047
437	MESH:D010195	1080	1	0.9839612245559692
438	MESH:D010195	3383	1	0.9823139309883118
439	MESH:D010195	3553	1	0.9735320210456848
440	MESH:D010195	3630	1	0.9621613621711731
441	MESH:D010195	6750	1	0.9706722497940063
442	MESH:D000740	2	1	0.9635156393051147
443	MESH:D000740	22	1	0.9631714224815369
444	MESH:D000740	48	1	0.91683429479599
445	MESH:D000740	100	1	0.9585561752319336
446	MESH:D000740	142	1	0.9509668946266174
447	MESH:D000740	212	1	0.9573774337768555
448	MESH:D000740	250	1	0.9599222540855408
449	MESH:D000740	952	1	0.9557626843452454
450	MESH:D000740	3481	1	0.9561821818351746
451	MESH:D000740	3552	1	0.957643449306488
452	MESH:D000740	3553	1	0.9516040682792664
453	MESH:D000740	3815	1	0.9586922526359558
454	MESH:D000740	4153	1	0.9627025127410889
455	MESH:D000740	7018	1	0.9480109214782715
456	MESH:D000740	7056	1	0.9629762768745422
457	MESH:D016584	150	1	0.9490991234779358
458	MESH:D016584	3630	1	0.9638293981552124
459	MESH:D001932	1806	0	0.9402576088905334
460	MESH:D000544	250	0	0.9965381622314453
461	MESH:D008545	2833	0	0.9817151427268982
462	MESH:D007680	177	0	-0.3692246079444885
463	MESH:D050197	150	0	0.9462824463844299
464	MESH:D050197	595	0	0.9335883855819702
465	MESH:D013274	434	0	0.9610691666603088
466	MESH:D013274	3630	0	0.9637786746025085
467	MESH:D050197	1029	0	0.9504717588424683
468	MESH:D010190	7276	0	0.9498220682144165
469	MESH:D008545	250	0	0.9963073134422302
470	MESH:D000740	28	0	0.959129273891449
471	MESH:D008180	207	0	0.9929605722427368
472	MESH:D007680	250	0	0.9651885628700256
473	MESH:D006973	5133	0	0.9823899269104004
474	MESH:D000740	1956	0	0.9534868597984314
475	MESH:D006973	142	0	0.9868064522743225
476	MESH:D006509	3383	0	0.9931774735450745
477	MESH:D012559	59272	0	0.9954294562339783
478	MESH:D000740	3383	0	0.9596371650695801
479	MESH:D006973	3815	0	0.9952672719955444
480	MESH:D001932	90	0	-0.705725371837616
481	MESH:D013274	350	0	0.9648366570472717
482	MESH:D007680	1956	0	0.960899293422699
483	MESH:D000310	217	0	0.9413487911224365
484	MESH:D003924	3553	0	0.9627009034156799
485	MESH:D050197	133	0	0.9668446183204651
486	MESH:D008180	367	0	0.9729852080345154
487	MESH:D012559	580	0	0.9830018281936646
488	MESH:D007680	627	0	0.9608725309371948
489	MESH:D016584	348	0	0.9587603211402893
490	MESH:D050197	5890	0	0.9663291573524475
491	MESH:D001943	388	0	0.9093430042266846
492	MESH:D000740	595	0	0.9284738898277283
493	MESH:D003924	5888	0	0.9656562805175781
494	MESH:D003093	1029	0	0.9350177049636841
495	MESH:D010195	84441	0	0.9845285415649414
496	MESH:D007680	217	0	0.9137833118438721
497	MESH:D003924	1995	0	0.7250615954399109
498	MESH:D007680	15	0	0.9661715030670166
499	MESH:D003922	5925	0	0.9821186065673828
500	MESH:D006973	3481	0	0.9924314022064209
501	MESH:D006973	90	0	-0.7472455501556396
502	MESH:D000740	100506658	0	-0.7396020889282227
503	MESH:D003924	9	0	0.9694389700889587
504	MESH:D050197	3313	0	-0.3499920964241028
505	MESH:D005910	29126	0	0.9827103614807129
506	MESH:D010195	2833	0	0.9680928587913513
507	MESH:D010195	5728	0	0.9060835242271423
508	MESH:D004938	142	0	0.9520924687385559
509	MESH:D010051	2833	0	0.982089102268219
510	MESH:D050197	2833	0	0.957733690738678
511	MESH:D003924	114548	0	0.921317458152771
512	MESH:D007918	5290	0	0.9900267124176025
513	MESH:D001859	7421	0	0.9897021651268005
514	MESH:D007918	4609	0	0.9984237551689148
515	MESH:D001859	3383	0	0.9862334132194519
516	MESH:D007680	580	0	0.9571609497070312
517	MESH:D008545	3146	0	0.9859035015106201
518	MESH:D005910	3725	0	0.963874876499176
519	MESH:D010195	5443	0	0.9849435091018677
520	MESH:D053713	834	0	0.9071809649467468
521	MESH:D001249	3146	0	0.9852343201637268
522	MESH:D001172	627	0	0.9922876954078674
523	MESH:D001943	1029	0	0.9748890399932861
524	MESH:D004938	348	0	0.939439058303833
525	MESH:D000544	672	0	0.9794237017631531
526	MESH:D000740	177	0	-0.3514670431613922
527	MESH:D008545	25	0	0.9968899488449097
528	MESH:D011471	22933	0	0.9949203133583069
529	MESH:D010051	60	0	0.990578293800354
530	MESH:D003093	1956	0	0.9496420621871948
531	MESH:D003093	18	0	0.9455134868621826
532	MESH:D010300	1029	0	0.9325152039527893
533	MESH:D008545	3481	0	0.9929386973381042
534	MESH:D006509	2833	0	0.9799836277961731
535	MESH:D008180	1956	0	0.9901136755943298
536	MESH:D001714	7422	0	0.995244026184082
537	MESH:D010051	7056	0	0.9989520311355591
538	MESH:D010300	207	0	0.9486722350120544
539	MESH:D003093	5728	0	0.8829219341278076
540	MESH:D001943	1995	0	0.7478007674217224
541	MESH:D001172	207	0	0.9924347996711731
542	MESH:D001943	2020	0	0.9538151621818542
543	MESH:D011471	6770	0	0.9832741022109985
544	MESH:D000740	5443	0	0.9600216150283813
545	MESH:D006973	406	0	0.9445527195930481
546	MESH:D000544	47	0	0.9760311841964722
547	MESH:D000544	3725	0	0.9636753797531128
548	MESH:D001943	627	0	0.9923078417778015
549	MESH:D013274	3481	0	0.9776237607002258
550	MESH:D003093	38	0	0.9311354160308838
551	MESH:D001932	70	0	0.9007022976875305
552	MESH:D003922	3065	0	0.93670254945755
553	MESH:D003093	250	0	0.9554025530815125
554	MESH:D001749	4153	0	0.9623466730117798
555	MESH:D001943	2006	0	0.97939532995224
556	MESH:D001932	7018	0	0.9313662052154541
557	MESH:D007680	25	0	0.9662719368934631
558	MESH:D001249	5290	0	0.9896091818809509
559	MESH:D012559	834	0	0.9018588066101074
560	MESH:D001714	29126	0	0.9806262254714966
561	MESH:D001943	627	0	0.9923078417778015
562	MESH:D013274	2010	0	0.9815256595611572
563	MESH:D003924	7157	0	0.971373438835144
564	MESH:D000740	1956	0	0.9534868597984314
565	MESH:D001749	3553	0	0.950684130191803
566	MESH:D008545	71	0	0.9912294745445251
567	MESH:D010190	3815	0	0.9598050713539124
568	MESH:D006973	9	0	0.9960072040557861
569	MESH:D006509	595	0	0.9611355662345886
570	MESH:D006973	1806	0	0.9899641871452332
571	MESH:D007037	2	0	0.9527645707130432
572	MESH:D012559	1029	0	0.9716987013816833
573	MESH:D001943	3481	0	0.9927005171775818
574	MESH:D011471	4153	0	0.9986336827278137
575	MESH:D010300	29	0	0.7613983154296875
576	MESH:D004938	177	0	-0.3555513918399811
577	MESH:D007037	142	0	0.9398991465568542
578	MESH:D011471	3815	0	0.9956644773483276
579	MESH:D010300	212	0	0.9462112784385681
580	MESH:D004938	2475	0	0.96244877576828
581	MESH:D008545	3630	0	0.9780865907669067
582	MESH:D012559	941	0	0.9224990010261536
583	MESH:D006973	5290	0	0.9899988174438477
584	MESH:D002446	1080	0	0.9887853264808655
585	MESH:D003093	10	0	0.9581794142723083
586	MESH:D010051	3383	0	0.9949749708175659
587	MESH:D001172	207	0	0.9924347996711731
588	MESH:D003924	6382	0	0.21620221436023712
589	MESH:D007918	5888	0	0.991491973400116
590	MESH:D001172	7113	0	0.9946144223213196
591	MESH:D001943	5443	0	0.9974976181983948
