disease	gene	class	score
MESH:D005901	835	0	0.06475576758384705
MESH:D001172	6401	1	0.06472605466842651
MESH:D011471	3586	1	0.06471932679414749
MESH:D008545	1191	1	0.06471291184425354
MESH:D001943	10468	1	0.06471169739961624
MESH:D019955	4128	1	0.0646706148982048
MESH:D013736	7515	0	0.0646703690290451
MESH:D029424	4311	0	0.0646621510386467
MESH:D008105	57492	0	0.06465800851583481
MESH:D011471	1465	1	0.06463614106178284
MESH:D006973	2702	1	0.0646345466375351
MESH:D007676	5020	1	0.06463343650102615
MESH:D011471	4968	1	0.06462660431861877
MESH:D010190	3651	1	0.06462318450212479
MESH:D009765	1947	1	0.06458598375320435
MESH:D001749	1580	1	0.06455977261066438
MESH:D011471	10611	1	0.06453444063663483
MESH:D014594	9507	0	0.0645340234041214
MESH:D003093	959	0	0.06451612710952759
MESH:D010524	4922	1	0.06445371359586716
MESH:D001650	4524	0	0.0644398182630539
MESH:D007680	2275	0	0.06443928182125093
MESH:D012559	6854	1	0.06443227827548981
MESH:D004938	8085	1	0.06441780179738997
MESH:D001249	1437	1	0.0644044354557991
MESH:D006973	210	1	0.06439819186925888
MESH:D008545	356	1	0.06439334899187088
MESH:D000163	7153	0	0.06436024606227875
MESH:D004827	596	1	0.06435644626617433
MESH:D019337	4291	1	0.06433982402086258
MESH:D019337	1136	0	0.06433495879173279
MESH:D003424	1235	1	0.0643204003572464
MESH:D002311	361	0	0.06432023644447328
MESH:D007680	25796	0	0.0643056333065033
MESH:D012186	6376	0	0.06429681926965714
MESH:D012030	27241	0	0.06429356336593628
MESH:D011085	3899	0	0.06429273635149002
MESH:D007918	7096	1	0.06428185850381851
MESH:D053040	3612	0	0.06425725668668747
MESH:D019337	2651	1	0.06425590068101883
MESH:D011471	3171	1	0.06425009667873383
MESH:D008268	6362	0	0.0642428770661354
MESH:D001249	1075	0	0.06423354148864746
MESH:D009765	2641	1	0.06421612203121185
MESH:D011471	6928	1	0.06420409679412843
MESH:D010300	4074	0	0.0641862004995346
MESH:D019337	8021	1	0.06415465474128723
MESH:D029424	1543	1	0.06414894759654999
MESH:D006973	3553	1	0.06412448734045029
MESH:D003924	5629	1	0.06411643326282501
MESH:D005910	182	1	0.06411238014698029
MESH:D010524	207	1	0.06411140412092209
MESH:D000740	2078	0	0.06410575658082962
MESH:D001249	7421	1	0.06408039480447769
MESH:D011085	79694	1	0.06407473981380463
MESH:D007037	2348	0	0.06407424062490462
MESH:D009103	2868	0	0.06407343596220016
MESH:D011471	2118	1	0.06402385234832764
MESH:D009765	1066	1	0.06401921063661575
MESH:D010001	1435	1	0.06401888281106949
MESH:D010024	4057	1	0.06400059163570404
MESH:D003093	8767	1	0.06397995352745056
MESH:D001943	3866	0	0.06397873163223268
MESH:D019337	2915	0	0.06397645175457001
MESH:D005910	4192	1	0.06394749879837036
MESH:D006973	191	1	0.06393784284591675
MESH:D008113	1215	0	0.06392952799797058
MESH:D019337	57379	1	0.06391021609306335
MESH:D053040	2175	0	0.06388842314481735
MESH:D010190	1890	1	0.06388109177350998
MESH:D001749	1152	0	0.06386753171682358
MESH:D009765	286	0	0.06385855376720427
MESH:D009765	3292	0	0.0638534426689148
MESH:D011471	330	0	0.063836470246315
MESH:D001249	185	1	0.06379319727420807
MESH:D008180	9370	1	0.06376604735851288
MESH:D009765	2147	1	0.06376602500677109
MESH:D000740	9937	1	0.06376160681247711
MESH:D003876	1235	0	0.06372220814228058
MESH:D007680	6275	0	0.06372084468603134
MESH:D010518	7432	1	0.06371261179447174
MESH:D002446	2099	0	0.06370934844017029
MESH:D011471	2923	1	0.06370747089385986
MESH:D001943	51196	0	0.06370537728071213
MESH:D001321	4139	1	0.06369984894990921
MESH:D011471	6757	1	0.06368748843669891
MESH:D005910	3075	1	0.06361955404281616
MESH:D000544	169792	1	0.0635971650481224
MESH:D008113	10630	0	0.06358503550291061
MESH:D008881	221692	1	0.06358207017183304
MESH:D009290	1120	1	0.06357887387275696
MESH:D008545	7222	0	0.06355679035186768
MESH:D005134	23236	0	0.06355650722980499
MESH:D005922	2147	0	0.06352166086435318
MESH:D010024	10499	0	0.06348637491464615
MESH:D001943	6037	0	0.06345992535352707
MESH:D011471	1044	0	0.06344390660524367
MESH:D003093	4046	1	0.06344158202409744
MESH:D008105	3385	1	0.06344082951545715
MESH:D001943	4628	0	0.06342725455760956
MESH:D003922	3667	0	0.06334847956895827
MESH:D008113	2208	0	0.06334628164768219
MESH:D006973	229	0	0.06332960724830627
MESH:D003093	1811	1	0.06332466751337051
MESH:D009765	766	0	0.06331798434257507
MESH:D019337	1107	0	0.06329706311225891
MESH:D019337	2180	0	0.06327974796295166
MESH:D010024	154	0	0.06327959150075912
MESH:D004938	1499	0	0.06327592581510544
MESH:D001943	3174	1	0.06326217949390411
MESH:D011471	2920	0	0.0632563903927803
MESH:D009103	7421	1	0.06322916597127914
MESH:D010190	858	0	0.06320615112781525
MESH:D003110	8313	1	0.06319744139909744
MESH:D001859	6756	1	0.06317655742168428
MESH:D053040	896	0	0.06317558884620668
MESH:D000740	5465	0	0.06317516416311264
MESH:D001943	3304	1	0.06316282600164412
MESH:D009765	1786	0	0.06315359473228455
MESH:D005922	3553	0	0.0631515234708786
MESH:D005922	3553	0	0.0631515234708786
MESH:D005922	3553	0	0.0631515234708786
MESH:D005922	3553	0	0.0631515234708786
MESH:D014594	7253	0	0.06314017623662949
MESH:D009765	133522	1	0.06313084810972214
MESH:D012559	54806	1	0.06313077360391617
MESH:D011471	3187	1	0.06311383843421936
MESH:D013274	583	0	0.06310181319713593
MESH:D001943	7045	1	0.0631004273891449
MESH:D008113	4524	1	0.06309682875871657
MESH:D004827	5743	1	0.06309656798839569
MESH:D001749	1029	1	0.06308826804161073
MESH:D009765	152	0	0.06307891756296158
MESH:D001321	3751	0	0.06307878345251082
MESH:D013274	1474	0	0.06307472288608551
MESH:D001943	9754	1	0.06307027488946915
MESH:D010195	3126	0	0.06305591762065887
MESH:D009217	4617	1	0.06304905563592911
MESH:D005910	6696	1	0.06303202360868454
MESH:D012468	250	0	0.06303172558546066
MESH:D007676	3725	0	0.06300640851259233
MESH:D001321	367	1	0.06297812610864639
MESH:D003093	1652	0	0.06297577172517776
MESH:D006973	329	0	0.06297333538532257
MESH:D001172	207	0	0.06296982616186142
MESH:D001172	207	0	0.06296982616186142
MESH:D013274	4524	1	0.06293223053216934
MESH:D011471	4313	1	0.0629311054944992
MESH:D012559	783	1	0.06292512267827988
MESH:D012559	1499	0	0.06290359050035478
MESH:D001289	4519	0	0.06289634853601456
MESH:D012030	22909	1	0.06289087235927583
MESH:D012559	708	0	0.06286589801311493
MESH:D050197	8526	0	0.06286495178937912
MESH:D010518	3486	0	0.06286480277776718
MESH:D004827	6635	1	0.06286164373159409
MESH:D009765	949	1	0.06284718215465546
MESH:D006973	6303	0	0.06281685084104538
MESH:D007680	8738	1	0.0628044605255127
MESH:D001249	7153	0	0.062803253531456
MESH:D008545	5743	1	0.06279462575912476
MESH:D001321	7432	1	0.06274702399969101
MESH:D001321	5307	1	0.06273703277111052
MESH:D006973	3624	1	0.06272979825735092
MESH:D008881	4035	1	0.06272612512111664
MESH:D000544	267	1	0.06270454078912735
MESH:D013274	51742	0	0.06269288063049316
MESH:D004827	4968	1	0.06267259269952774
MESH:D001249	7422	1	0.06267251819372177
MESH:D019337	8100	0	0.06266045570373535
MESH:D010001	1392	0	0.0626588761806488
MESH:D017544	2625	0	0.06265214085578917
MESH:D001249	1956	1	0.0626319944858551
MESH:D000544	4897	0	0.06262288987636566
MESH:D011471	10	1	0.06261113286018373
MESH:D008113	3442	0	0.06260176748037337
MESH:D001943	3852	1	0.0625966265797615
MESH:D009765	125	1	0.06258881092071532
MESH:D012468	79001	0	0.06258179247379303
MESH:D003093	90865	1	0.06257428973913193
MESH:D008545	55872	0	0.06257420778274536
MESH:D011471	2012	1	0.06252794712781906
MESH:D008577	3399	0	0.0625252053141594
MESH:D009103	5241	1	0.06252378970384598
MESH:D008113	1471	0	0.0625215619802475
MESH:D003924	847	1	0.06251949071884155
MESH:D012468	23209	1	0.06250441074371338
MESH:D003924	1437	0	0.06250202655792236
MESH:D001249	3176	1	0.062499579042196274
MESH:D006973	3815	0	0.06249246001243591
MESH:D004827	634	0	0.06248250976204873
MESH:D011471	3925	1	0.06246259063482285
MESH:D019337	545	1	0.06244160234928131
MESH:D003924	9518	0	0.062436480075120926
MESH:D011085	914	0	0.06242107227444649
MESH:D019337	26227	0	0.062409557402133935
MESH:D005910	2950	1	0.06239313632249832
MESH:D001932	7134	0	0.0623549148440361
MESH:D013274	324	1	0.0623503141105175
MESH:D010518	2678	1	0.06233962252736092
MESH:D006973	6532	1	0.0623307004570961
MESH:D005901	760	1	0.06232015416026115
MESH:D011085	10772	1	0.062304642051458366
MESH:D007676	968	1	0.06230081617832184
MESH:D019337	10397	0	0.06229309365153313
MESH:D008545	199	0	0.0622553899884224
MESH:D009103	6347	1	0.062254119664430625
MESH:D005922	3480	0	0.06221530586481095
MESH:D012595	1058	1	0.062214341014623635
MESH:D007680	7490	1	0.062203623354434974
MESH:D001943	6513	1	0.06220124661922455
MESH:D013736	6793	1	0.06219815835356712
MESH:D010190	3593	0	0.0621931366622448
MESH:D001749	551	0	0.062177460640668876
MESH:D001172	5376	0	0.06217725574970245
MESH:D010051	8631	1	0.06216282397508621
MESH:D005923	4313	1	0.06215997040271759
MESH:D013274	7372	1	0.062156721949577325
MESH:D007676	800	0	0.0621248371899128
MESH:D001932	6275	1	0.06210862472653389
MESH:D003424	501	0	0.06208501383662224
MESH:D001471	8856	1	0.062084589153528214
MESH:D003924	6833	1	0.062079958617687225
MESH:D019337	3957	0	0.062058873474597924
MESH:D000740	4282	0	0.06204888597130776
MESH:D001749	7306	0	0.06202481314539909
MESH:D001249	4842	1	0.0620233416557312
MESH:D019337	3866	0	0.06202010437846184
MESH:D011471	2182	1	0.062014337629079826
MESH:D012559	2161	0	0.06200886517763138
MESH:D011085	6770	1	0.062007740139961236
MESH:D005922	3275	0	0.062002953141927726
MESH:D011471	5970	0	0.061985302716493614
MESH:D001321	847	1	0.061978094279766076
MESH:D012559	10998	1	0.06197549775242805
MESH:D013274	5160	1	0.061954353004693985
MESH:D011471	3782	1	0.06194547191262245
MESH:D000544	1234	1	0.061930879950523376
MESH:D012878	7515	1	0.0619281530380249
MESH:D001859	6678	1	0.06190788373351098
MESH:D006973	1958	1	0.06190521642565727
MESH:D013167	4040	0	0.06189508363604545
MESH:D004827	2255	0	0.06187880039215087
MESH:D001321	5020	1	0.06186480820178985
MESH:D010051	5518	1	0.061836518347263336
MESH:D001172	800	1	0.06182007119059563
MESH:D004827	1000	1	0.06179500371217728
MESH:D001749	7253	0	0.06179319694638252
MESH:D005922	7124	0	0.061788659542799
MESH:D005922	7124	0	0.061788659542799
MESH:D006973	718	1	0.061770744621753686
MESH:D019337	3156	0	0.06173745170235634
MESH:D050197	2950	0	0.061733957380056374
MESH:D003876	4313	0	0.06170426681637764
MESH:D008113	10397	1	0.06170303374528885
MESH:D019337	6580	1	0.06170288473367691
MESH:D009080	5321	0	0.06167863309383392
MESH:D012595	3663	1	0.06167500838637353
MESH:D013274	495	0	0.06165719777345656
MESH:D011471	728	0	0.06165319308638573
MESH:D001943	1535	0	0.061652578413486474
MESH:D012559	7040	0	0.06161887943744659
MESH:D003424	2117	0	0.061614301055669785
MESH:D011471	3728	1	0.061612240970134735
MESH:D003924	6720	1	0.06160470843315125
MESH:D011471	2597	0	0.06159846857190133
MESH:D005922	2078	0	0.061593271791934974
MESH:D053040	337	0	0.06158502772450448
MESH:D000740	7157	0	0.06157553941011429
MESH:D009765	8764	0	0.06156726181507111
MESH:D000544	642	1	0.06155959889292718
MESH:D003424	1493	0	0.061550788581371314
MESH:D001943	6591	1	0.06153301522135735
MESH:D007676	4481	1	0.06153206154704094
MESH:D001321	9365	0	0.06152619048953056
MESH:D006258	7422	1	0.06150149554014206
MESH:D011471	9985	1	0.061471931636333466
MESH:D013274	8557	0	0.061442948877811425
MESH:D005910	29126	0	0.061440039426088326
MESH:D007676	1280	0	0.06143952161073685
MESH:D008545	140	0	0.06143893301486969
MESH:D010051	23705	0	0.06143873184919357
MESH:D005922	3702	1	0.061436325311660774
MESH:D010524	627	1	0.06141822785139084
MESH:D007676	1027	0	0.061411965638399124
MESH:D010190	3304	1	0.06140607967972755
MESH:D010024	250	1	0.061390649527311325
MESH:D005910	11170	1	0.061358653008937836
MESH:D009765	3778	1	0.06133297458291054
MESH:D001749	7428	1	0.06130899116396904
MESH:D003924	4012	1	0.061307840049266815
MESH:D013274	1182	1	0.06130717322230339
MESH:D014594	8289	1	0.06130653247237205
MESH:D000740	1493	1	0.0612889938056469
MESH:D010195	4893	1	0.06128447875380516
MESH:D009765	3458	1	0.06126955524086952
MESH:D004827	1848	1	0.061264932155609124
MESH:D000163	673	0	0.06125420331954956
MESH:D003093	7054	0	0.061240378767251975
MESH:D006973	1401	1	0.061219815164804466
MESH:D011471	117579	0	0.061219628900289536
MESH:D001249	3952	1	0.061217810958623886
MESH:D011471	79784	1	0.0612013004720211
MESH:D006258	3005	0	0.06118991225957871
MESH:D004938	645	1	0.06116083636879921
MESH:D001321	6582	0	0.061150640249252326
MESH:D006509	3767	0	0.06115058809518814
MESH:D010190	2246	0	0.06113824248313904
MESH:D011085	57104	1	0.06113699823617935
MESH:D001714	783	1	0.06113184988498688
MESH:D004827	4843	1	0.06112887710332871
MESH:D006973	925	0	0.061123393476009376
MESH:D006973	925	0	0.061123393476009376
MESH:D006973	925	0	0.061123393476009376
MESH:D006973	925	0	0.061123393476009376
MESH:D013274	1312	0	0.061122268438339226
MESH:D002532	66037	1	0.061115492135286324
MESH:D006509	3606	1	0.0610915943980217
MESH:D007676	23523	1	0.061066314578056335
MESH:D003924	7422	1	0.061063114553689964
MESH:D009103	1043	1	0.061057958751916885
MESH:D009103	1657	0	0.06103765964508056
MESH:D011471	1021	0	0.061027936637401574
MESH:D008180	1674	0	0.06102439388632775
MESH:D008105	4322	1	0.06101766601204873
MESH:D007680	5816	1	0.06101765483617784
MESH:D004827	1265	0	0.060989726334810264
MESH:D008545	29103	1	0.06096291169524193
MESH:D004827	5602	1	0.06094341352581978
MESH:D011471	3107	0	0.06094127893447876
MESH:D001749	1044	1	0.06093913689255714
MESH:D003093	5771	1	0.060936637222766876
MESH:D007676	4017	0	0.060934558510780334
MESH:D015433	3845	0	0.06092090159654617
MESH:D011471	7153	1	0.060915432870388024
MESH:D001943	3586	0	0.06091488897800445
MESH:D001943	3586	0	0.06091488897800445
MESH:D001249	3123	1	0.060913670808076865
MESH:D009103	3178	1	0.060896098613739014
MESH:D008545	1017	1	0.06088682264089584
MESH:D004827	10232	0	0.06088671088218689
MESH:D006509	3455	1	0.06088453531265259
MESH:D006509	7432	0	0.06087933853268624
MESH:D003876	8028	0	0.060876470059156425
MESH:D013274	6948	0	0.060857679694890976
MESH:D003093	3280	0	0.06079912930727005
MESH:D003876	3850	0	0.060763057321310036
MESH:D009765	4255	0	0.060759909451007836
MESH:D004827	2668	1	0.06075360625982285
MESH:D001749	4524	1	0.06072728335857393
MESH:D009765	1728	1	0.060716554522514336
MESH:D004827	793	1	0.06071550026535987
MESH:D001749	9045	0	0.0607009120285511
MESH:D008545	886	0	0.0606984868645668
MESH:D009765	2167	1	0.06065598130226135
MESH:D010001	12	0	0.06061586365103721
MESH:D010051	83483	0	0.060566496104002
MESH:D003924	1509	0	0.06054335832595825
MESH:D001943	959	0	0.060532204806804664
MESH:D001172	4323	1	0.06050955131649971
MESH:D004827	2316	1	0.06047105416655541
MESH:D005901	763	1	0.06046733632683754
MESH:D010518	5305	0	0.060461666435003274
MESH:D001749	9759	1	0.06046137586236
MESH:D019337	3059	0	0.060452800244092934
MESH:D019337	3059	0	0.060452800244092934
MESH:D000310	217	0	0.06045008823275566
MESH:D001172	3117	1	0.06044640019536018
MESH:D009103	4846	0	0.0604424774646759
MESH:D011085	120	0	0.060433443635702126
MESH:D001172	10586	1	0.060421962291002274
MESH:D007676	250	1	0.06039619818329811
MESH:D010051	4313	1	0.06037316471338273
MESH:D012559	1141	1	0.06036234647035599
MESH:D011471	7430	1	0.06035889312624931
MESH:D003922	5917	0	0.06035608425736427
MESH:D003424	1654	0	0.06034363433718681
MESH:D001249	4843	1	0.060321684926748276
MESH:D001650	58508	1	0.060292985290288925
MESH:D005901	4053	1	0.06027430668473244
MESH:D000544	1191	1	0.06025086715817452
MESH:D006973	6794	1	0.06024632602930069
MESH:D001249	3627	1	0.06024120002985001
MESH:D003922	3958	1	0.06017385795712471
MESH:D011471	1316	1	0.060166779905557626
MESH:D010195	1080	1	0.06014106050133705
MESH:D009765	155	1	0.06013530492782593
MESH:D008268	718	1	0.060116957873105996
MESH:D010024	7068	0	0.06011306494474411
MESH:D001943	4548	1	0.06011097878217698
MESH:D008113	6725	1	0.06011007726192474
MESH:D002446	56259	0	0.06008027866482735
MESH:D008113	8463	0	0.06007924303412436
MESH:D009765	2878	1	0.06006713584065437
MESH:D001749	2214	0	0.060054518282413476
MESH:D000544	5697	1	0.06004526093602181
MESH:D000544	7436	0	0.060024157166481025
MESH:D007037	3586	0	0.060009244829416275
MESH:D001321	9013	1	0.06000761687755585
MESH:D013167	7015	0	0.060005154460668564
MESH:D005922	140	1	0.05999084189534187
MESH:D006509	3172	1	0.059972770512104034
MESH:D013736	3815	1	0.05996700748801233
MESH:D003866	7166	1	0.05994876474142075
MESH:D019337	1071	0	0.05994744598865509
MESH:D006258	10	1	0.059938386082649224
MESH:D001172	5771	1	0.05992769077420235
MESH:D003093	4306	0	0.05991533771157265
MESH:D001943	4513	0	0.059905566275119775
MESH:D054990	6746	0	0.05988050252199172
MESH:D010190	6514	1	0.05987769737839699
MESH:D010190	6515	0	0.0598621629178524
MESH:D011471	6311	0	0.0598437488079071
MESH:D011085	1562	0	0.05982441455125809
MESH:D003922	6833	1	0.05982239544391633
MESH:D006258	7515	1	0.05978751555085182
MESH:D006973	4973	1	0.059768781065940864
MESH:D011471	3576	1	0.059749647974967963
MESH:D008545	2150	1	0.05974870920181274
MESH:D004827	3586	0	0.059723321348428726
MESH:D019337	6441	0	0.05972085148096085
MESH:D012595	1445	1	0.05971306562423706
MESH:D000544	2041	1	0.0596788190305233
MESH:D005134	551	0	0.059668708592653275
MESH:D001172	8797	1	0.059624183923006065
MESH:D000740	3952	0	0.05961946398019791
MESH:D000740	3952	0	0.05961946398019791
MESH:D001249	217	1	0.05959459766745567
MESH:D008545	6678	1	0.059592172503471375
MESH:D001249	5657	0	0.059585243463516235
MESH:D008113	84668	1	0.059551022946834564
MESH:D001172	1269	0	0.059547591954469674
MESH:D019337	7341	1	0.05954209342598915
MESH:D001321	3812	0	0.0595211312174797
MESH:D010024	331	0	0.05950188264250755
MESH:D007680	590	1	0.059500962495803826
MESH:D008113	325	1	0.059483688324689865
MESH:D006973	207	1	0.059481751173734665
MESH:D001321	919	0	0.0594790168106556
MESH:D008545	10376	0	0.059475887566804886
MESH:D019337	8915	1	0.0594688430428505
MESH:D002971	7473	1	0.05945277959108353
MESH:D053713	3280	0	0.05941456183791161
MESH:D017545	5611	0	0.05935506522655488
MESH:D011471	2778	0	0.05934479460120201
MESH:D000740	7167	1	0.059335842728614814
MESH:D003424	761	0	0.05933091044425965
MESH:D012004	54474	1	0.05932359397411345
MESH:D013953	909	0	0.05931711941957474
MESH:D003924	10397	0	0.059312202036380775
MESH:D003093	3586	1	0.05929507315158844
MESH:D010051	360	1	0.05928082391619682
MESH:D001749	3593	0	0.059257622808217995
MESH:D001749	3593	0	0.059257622808217995
MESH:D010024	2876	1	0.059251055121421814
MESH:D006973	396	1	0.059234555810689926
MESH:D008288	55193	0	0.05921616032719613
MESH:D011085	3084	1	0.059186652302742
MESH:D008105	1244	1	0.05917958915233613
MESH:D001943	6678	0	0.05916765332221985
MESH:D012559	7124	1	0.059166032820940025
MESH:D012559	308	0	0.05914967507123948
MESH:D019337	5551	0	0.05912686884403229
MESH:D004827	4200	1	0.05910087004303932
MESH:D001249	3566	1	0.05904269590973854
MESH:D011471	8560	1	0.05902554839849473
MESH:D019337	4023	0	0.05898746103048325
MESH:D008268	4780	0	0.058983959257602685
MESH:D003924	2155	1	0.05896979570388794
MESH:D011471	4584	0	0.05896564200520515
MESH:D012559	5074	1	0.05894416943192483
MESH:D003876	1137	0	0.05893519148230553
MESH:D003876	1137	0	0.05893519148230553
MESH:D008113	1499	1	0.058926772326230996
MESH:D003924	3557	0	0.058916989713907235
MESH:D003924	2784	1	0.058894399553537376
MESH:D001943	94081	0	0.05888724327087402
MESH:D000544	566	0	0.0588749460875988
MESH:D013274	8991	1	0.05885880813002585
MESH:D005185	675	1	0.058852225542068475
MESH:D029424	10411	1	0.0588497444987297
MESH:D012468	959	0	0.05884231999516488
MESH:D008105	6239	0	0.05883196368813515
MESH:D008545	56925	1	0.05882057547569275
MESH:D007680	5742	1	0.058799304068088525
MESH:D002971	7292	0	0.05879140272736549
MESH:D001249	4583	0	0.05877997353672981
MESH:D001471	6319	0	0.05876904726028441
MESH:D013274	8651	0	0.05876757949590682
MESH:D004827	3725	1	0.05875653773546219
MESH:D001932	8738	0	0.0587502121925354
MESH:D005134	25	0	0.058747138828039176
MESH:D006973	4638	0	0.058672539889812476
MESH:D008113	5245	0	0.05865047872066498
MESH:D005901	2006	1	0.05864379182457924
MESH:D003924	4842	1	0.0586368665099144
MESH:D001932	90	0	0.0586298331618309
MESH:D008268	6046	0	0.058595128357410424
MESH:D006973	7222	1	0.058587778359651566
MESH:D001321	3931	0	0.05854668095707893
MESH:D003424	1380	0	0.058518588542938225
MESH:D007676	330	0	0.05848419293761253
MESH:D008545	1000	1	0.058470427989959724
MESH:D001249	6402	0	0.058467984199523926
MESH:D014594	4216	1	0.058440640568733215
MESH:D015535	84649	0	0.05843662843108177
MESH:D006973	1950	0	0.05841566249728203
MESH:D001859	645	0	0.05839943140745162
MESH:D019337	1004	0	0.0583842508494854
MESH:D013953	84441	1	0.05837539210915565
MESH:D012878	5921	1	0.0583687387406826
MESH:D012468	1612	1	0.058368682861328125
MESH:D000740	675	1	0.05836257338523865
MESH:D008113	2867	0	0.05836062133312225
MESH:D000163	7421	0	0.058292027562856674
MESH:D007680	5743	1	0.05828748270869255
MESH:D008288	1113	0	0.05827465653419495
MESH:D001321	1003	0	0.058247581124305725
MESH:D008545	388	1	0.05824502557516097
MESH:D000740	6461	1	0.05823947861790658
MESH:D013274	3725	1	0.05823477357625961
MESH:D019337	3195	1	0.05823203176259995
MESH:D010024	1312	0	0.05820306390523911
MESH:D007680	7428	1	0.05818126723170281
MESH:D011085	7544	0	0.058170884847640984
MESH:D001749	360	1	0.05814871191978455
MESH:D006973	948	1	0.058138225227594376
MESH:D010051	3572	1	0.05813409760594367
MESH:D011471	7113	1	0.05813026800751686
MESH:D012559	2214	0	0.05811527743935585
MESH:D005134	1869	1	0.058104638010263436
MESH:D011471	1489	1	0.05808312445878984
MESH:D012030	3767	0	0.058067005127668374
MESH:D014594	1583	1	0.05804017931222916
MESH:D019337	5277	0	0.0580190047621727
MESH:D006509	2805	1	0.0579909197986126
MESH:D011471	8877	0	0.05798168852925301
MESH:D006973	4609	1	0.05796452984213829
MESH:D004827	5211	1	0.057962041348218925
MESH:D006973	1036	1	0.05795491486787796
MESH:D010195	7345	0	0.05795417353510856
MESH:D004827	839	1	0.0579441748559475
MESH:D014594	4828	0	0.05793880671262741
MESH:D003924	1909	1	0.057934507727622986
MESH:D001172	3118	1	0.05791744589805602
MESH:D005910	5915	0	0.05791250243782998
MESH:D008180	640	1	0.05791148915886879
MESH:D000740	2355	0	0.057890046387910836
MESH:D008545	740	1	0.05786069855093956
MESH:D004827	1075	0	0.05785726383328438
MESH:D001172	4938	0	0.057852160185575485
MESH:D009765	7294	0	0.057843361049890525
MESH:D005910	4314	1	0.05782866850495338
MESH:D013274	220	1	0.05779300257563591
MESH:D008113	308	1	0.05778494477272034
MESH:D001321	4287	0	0.0577806681394577
MESH:D007680	5019	0	0.05776871368288994
MESH:D011085	2529	1	0.0577613040804863
MESH:D015433	6648	0	0.057709261775016785
MESH:D005910	324	1	0.057683046907186515
MESH:D001749	1493	0	0.05766580253839493
MESH:D001749	1493	0	0.05766580253839493
MESH:D014594	4780	1	0.05764731764793396
MESH:D005910	4535	0	0.057645808905363076
MESH:D003924	4143	1	0.057629842311143875
MESH:D008545	355	1	0.057585008442401886
MESH:D011085	3162	0	0.057584591209888465
MESH:D009765	54658	0	0.05758213251829147
MESH:D000163	1374	0	0.057561580091714866
MESH:D000690	3178	1	0.057553872466087334
MESH:D009103	540	0	0.05754363909363746
MESH:D019337	1879	1	0.05753931403160095
MESH:D008288	7185	0	0.05752512067556381
MESH:D009373	251	1	0.05752120912075043
MESH:D005901	6275	0	0.0575125478208065
MESH:D001289	1816	1	0.05750393122434616
MESH:D010518	113278	1	0.05749859288334847
MESH:D005910	501	0	0.05747990682721137
MESH:D006973	3816	1	0.057472791522741325
MESH:D001749	5657	0	0.057448580861091614
MESH:D000544	1718	1	0.057441182434558875
MESH:D003093	250	0	0.05743712186813355
MESH:D003093	250	0	0.05743712186813355
MESH:D008268	735	1	0.057430144399404526
MESH:D008545	402	1	0.05742526799440384
MESH:D008545	634	1	0.057411231100559235
MESH:D010518	153	1	0.057400636374950416
MESH:D012878	1019	1	0.0573938675224781
MESH:D000740	2917	0	0.05738865584135056
MESH:D000740	54205	0	0.05738335102796555
MESH:D005922	540	0	0.05737891048192977
MESH:D053713	5619	1	0.05737557634711265
MESH:D001943	4041	0	0.05736953020095825
MESH:D006973	4128	0	0.05736631527543067
MESH:D006973	4128	0	0.05736631527543067
MESH:D008545	5080	1	0.05735789611935616
MESH:D008113	1312	0	0.05735160782933235
MESH:D005922	3078	1	0.05734215676784515
MESH:D005922	5352	1	0.05731792375445366
MESH:D000310	712	0	0.057317741215229034
MESH:D002446	100507436	1	0.05731307715177536
MESH:D005901	4311	0	0.05728608369827271
MESH:D011085	3690	0	0.057278543710708625
MESH:D054990	6441	1	0.057274434715509415
MESH:D012559	1601	0	0.057245809584856026
MESH:D012468	10666	0	0.057245358824729926
MESH:D001172	9370	1	0.05724037066102027
MESH:D008268	3265	0	0.05724002420902252
MESH:D011471	6505	0	0.05721322074532509
MESH:D012878	6855	1	0.057212147861719125
MESH:D000690	965	0	0.057209402322769165
MESH:D000690	965	0	0.057209402322769165
MESH:D010195	3326	1	0.057180538773536675
MESH:D001172	6006	0	0.057157035917043686
MESH:D000740	1719	1	0.05713944137096405
MESH:D007680	3329	1	0.05713701620697975
MESH:D053713	7544	1	0.05711837112903595
MESH:D010190	5730	0	0.05710332468152046
MESH:D001943	6470	1	0.057099703699350364
MESH:D000690	1545	0	0.057057395577430725
MESH:D000740	27163	1	0.057054102420806885
MESH:D009765	5168	1	0.057031746953725815
MESH:D011471	2050	0	0.057030778378248215
MESH:D011085	4552	0	0.05699417740106584
MESH:D008268	8797	1	0.05699354410171509
MESH:D001932	7015	0	0.056989923119544976
MESH:D010024	6343	0	0.056978538632392876
MESH:D010518	51083	0	0.05697020515799521
MESH:D005922	7351	1	0.056955046951770776
MESH:D009373	5460	1	0.05694284662604333
MESH:D001932	2275	1	0.0569361262023449
MESH:D019337	5347	0	0.056933730840682976
MESH:D050197	5806	1	0.056906234472990036
MESH:D013274	6223	1	0.056905195116996765
MESH:D000740	177	0	0.05690225213766097
MESH:D007680	1495	1	0.056900404393672936
MESH:D004938	6648	1	0.056892842054367065
MESH:D016640	857	0	0.05685221776366234
MESH:D013736	3553	0	0.056851625442504876
MESH:D009765	3709	0	0.056843772530555725
MESH:D005901	2296	1	0.056840423494577415
